key,file,score,flags,seconds,peak,rms,clip,tonal_ratio,pitch_stability,dominant_hz,attack_ratio
impacts/body_fall,impacts/body_fall_03.wav,0,,2.0,0.943,0.0455,0.0,0.0,0.083,1077,1163.08
impacts/body_fall,impacts/body_fall_04.wav,0,,2.0,0.944,0.0375,0.0,0.0,0.171,947,1980.18
impacts/crit_hit,impacts/crit_hit_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.4001,0.0,0.0,0.198,0,1.0
impacts/crit_hit,impacts/crit_hit_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.5345,0.0,0.0,0.149,2929,1.0
impacts/crit_hit,impacts/crit_hit_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.1811,0.0,0.0,0.168,86,0.6
impacts/crit_hit,impacts/crit_hit_04.wav,1,pas d'attaque (nappe),1.5,0.944,0.5029,0.0,0.0,0.202,3101,1.0
impacts/crit_hit,impacts/crit_hit_05.wav,1,pas d'attaque (nappe),1.5,0.944,0.3488,0.0,0.0,0.176,0,1.0
impacts/explosion_small,impacts/explosion_small_01.wav,1,pas d'attaque (nappe),2.5,0.942,0.1138,0.0,0.355,0.579,86,1.02
impacts/explosion_small,impacts/explosion_small_02.wav,1,pas d'attaque (nappe),2.5,0.943,0.1172,0.0,0.524,0.613,86,1.36
impacts/explosion_small,impacts/explosion_small_03.wav,1,pas d'attaque (nappe),2.5,0.941,0.0899,0.0,0.252,0.467,86,1.1
impacts/explosion_small,impacts/explosion_small_04.wav,1,pas d'attaque (nappe),2.5,0.943,0.1202,0.0,0.192,0.407,86,1.15
impacts/glass,impacts/glass_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.4032,0.0,0.0,0.164,172,0.32
impacts/glass,impacts/glass_02.wav,0,,1.5,0.944,0.2707,0.0,0.0,0.167,0,2.67
impacts/glass,impacts/glass_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.3664,0.0,0.0,0.236,0,1.0
impacts/glass,impacts/glass_04.wav,1,pas d'attaque (nappe),1.5,0.944,0.2066,0.0,0.0,0.176,172,0.4
impacts/metal,impacts/metal_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.3368,0.0,0.0,0.111,0,1.0
impacts/metal,impacts/metal_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.5044,0.0,0.0,0.257,0,1.0
impacts/metal,impacts/metal_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.3538,0.0,0.0,0.184,0,0.47
impacts/metal,impacts/metal_04.wav,1,pas d'attaque (nappe),1.5,0.944,0.3899,0.0,0.0,0.131,172,1.0
impacts/metal,impacts/metal_05.wav,1,pas d'attaque (nappe),1.5,0.944,0.324,0.0,0.0,0.159,172,0.35
impacts/punch,impacts/punch_01.wav,0,,1.0,0.944,0.0505,0.0,0.0,0.833,43,6872.44
impacts/punch,impacts/punch_02.wav,0,,1.0,0.943,0.0568,0.0,0.0,0.571,43,6177.7
impacts/punch,impacts/punch_03.wav,0,,1.0,0.944,0.0548,0.0,0.0,0.5,43,4758.69
impacts/punch,impacts/punch_04.wav,0,,1.0,0.943,0.0457,0.0,0.0,0.667,43,6181.6
impacts/punch,impacts/punch_05.wav,0,,1.0,0.944,0.0522,0.0,0.0,0.667,43,4417.5
impacts/soft,impacts/soft_01.wav,0,,1.0,0.944,0.0744,0.0,0.5,0.625,43,1546.42
impacts/soft,impacts/soft_02.wav,1,tonal (à vérifier),1.0,0.944,0.0725,0.0,0.857,0.429,129,1932.75
impacts/soft,impacts/soft_03.wav,0,,1.0,0.943,0.0643,0.0,0.333,0.667,43,1261.0
impacts/soft,impacts/soft_04.wav,1,tonal (à vérifier),1.0,0.944,0.0553,0.0,0.6,0.6,129,3256.0
impacts/stone,impacts/stone_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.3711,0.0,0.0,0.148,172,0.27
impacts/stone,impacts/stone_02.wav,1,pas d'attaque (nappe),1.5,0.874,0.1916,0.0,0.016,0.203,172,0.87
impacts/stone,impacts/stone_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.1678,0.0,0.0,0.333,172,0.3
impacts/stone,impacts/stone_04.wav,0,,1.5,0.944,0.2872,0.0,0.0,0.269,689,3.64
impacts/wood,impacts/wood_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.4155,0.0,0.0,0.169,2929,0.34
impacts/wood,impacts/wood_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.0861,0.0,0.034,0.284,172,0.54
impacts/wood,impacts/wood_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.3461,0.0,0.0,0.212,0,1.0
impacts/wood,impacts/wood_04.wav,1,pas d'attaque (nappe),1.5,0.944,0.1663,0.0,0.0,0.143,0,0.23
items/anvil_forge,items/anvil_forge_01.wav,0,,3.0,0.944,0.0442,0.0,0.0,0.447,3015,4023.58
items/anvil_forge,items/anvil_forge_02.wav,0,,3.0,0.943,0.0391,0.0,0.0,0.194,5599,6839.12
items/anvil_forge,items/anvil_forge_03.wav,0,,3.0,0.944,0.0508,0.0,0.0,0.366,3015,6166.5
items/armor,items/armor_01.wav,1,pas d'attaque (nappe),2.5,0.943,0.0798,0.0,0.0,0.308,86,1.28
items/armor,items/armor_02.wav,1,pas d'attaque (nappe),2.5,0.942,0.0983,0.0,0.0,0.276,86,0.67
items/armor,items/armor_03.wav,1,pas d'attaque (nappe),2.5,0.943,0.1108,0.0,0.0,0.308,86,1.05
items/armor,items/armor_04.wav,1,pas d'attaque (nappe),2.5,0.937,0.1365,0.0,0.0,0.276,86,0.98
items/bag_rustle,items/bag_rustle_01.wav,1,pas d'attaque (nappe),2.5,0.942,0.0969,0.0,0.0,0.243,86,0.75
items/bag_rustle,items/bag_rustle_02.wav,1,pas d'attaque (nappe),2.5,0.941,0.0816,0.0,0.0,0.285,129,0.53
items/bag_rustle,items/bag_rustle_03.wav,1,pas d'attaque (nappe),2.5,0.941,0.0882,0.0,0.0,0.248,172,0.59
items/book,items/book_01.wav,1,pas d'attaque (nappe),2.5,0.943,0.0889,0.0,0.178,0.421,172,0.84
items/book,items/book_02.wav,1,pas d'attaque (nappe),2.5,0.94,0.1045,0.0,0.249,0.432,172,0.85
items/book,items/book_03.wav,1,pas d'attaque (nappe),2.5,0.942,0.1208,0.0,0.15,0.374,172,1.16
items/book,items/book_04.wav,1,pas d'attaque (nappe),2.5,0.943,0.1195,0.0,0.276,0.332,172,0.69
items/chest_open,items/chest_open_01.wav,1,pas d'attaque (nappe),2.5,0.933,0.1128,0.0,0.019,0.283,86,1.01
items/chest_open,items/chest_open_02.wav,1,pas d'attaque (nappe),2.5,0.942,0.145,0.0,0.019,0.355,43,1.08
items/chest_open,items/chest_open_03.wav,1,pas d'attaque (nappe),2.5,0.935,0.1298,0.0,0.023,0.36,43,1.16
items/chest_open,items/chest_open_04.wav,0,,2.5,0.943,0.1123,0.0,0.0,0.294,258,1.67
items/coins,items/coins_01.wav,0,,2.0,0.944,0.0623,0.0,0.0,0.206,12575,989.31
items/coins,items/coins_02.wav,0,,2.0,0.944,0.0613,0.0,0.0,0.409,12575,1097.74
items/coins,items/coins_03.wav,0,,2.0,0.944,0.0692,0.0,0.0,0.27,12575,1065.1
items/coins,items/coins_04.wav,0,,2.0,0.944,0.0624,0.0,0.0,0.275,12575,740.07
items/drink,items/drink_01.wav,1,pas d'attaque (nappe),2.5,0.942,0.116,0.0,0.089,0.411,86,1.01
items/drink,items/drink_02.wav,1,pas d'attaque (nappe),2.5,0.936,0.0914,0.0,0.005,0.292,86,1.24
items/drink,items/drink_03.wav,1,pas d'attaque (nappe),2.5,0.943,0.1263,0.0,0.103,0.407,86,1.07
items/drop_item,items/drop_item_01.wav,1,pas d'attaque (nappe),1.5,0.931,0.2188,0.0,0.0,0.227,431,1.01
items/drop_item,items/drop_item_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.1085,0.0,0.0,0.286,3962,0.64
items/drop_item,items/drop_item_03.wav,0,,1.5,0.944,0.1163,0.0,,,,
items/eat_food,items/eat_food_01.wav,1,pas d'attaque (nappe),2.5,0.944,0.0963,0.0,0.0,0.304,129,1.31
items/eat_food,items/eat_food_02.wav,1,pas d'attaque (nappe),2.5,0.943,0.0992,0.0,0.0,0.341,86,0.82
items/eat_food,items/eat_food_03.wav,1,pas d'attaque (nappe),2.5,0.944,0.1214,0.0,0.0,0.299,86,1.14
items/equip_weapon,items/equip_weapon_01.wav,0,,2.0,0.944,0.03,0.0,0.0,0.15,5685,1627.63
items/equip_weapon,items/equip_weapon_02.wav,0,,2.0,0.944,0.0361,0.0,0.0,0.167,11283,1316.09
items/equip_weapon,items/equip_weapon_03.wav,0,,2.0,0.944,0.034,0.0,0.0,0.2,11283,1405.34
items/gem_clink,items/gem_clink_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.2147,0.0,0.0,0.526,0,1.11
items/gem_clink,items/gem_clink_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.2091,0.0,0.0,0.207,0,0.69
items/gem_clink,items/gem_clink_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.1857,0.0,0.0,0.125,172,0.38
items/key_turn,items/key_turn_01.wav,0,,2.0,0.944,0.0425,0.0,0.0,0.192,129,7.24
items/key_turn,items/key_turn_02.wav,1,pas d'attaque (nappe),2.0,0.944,0.0693,0.0,0.0,0.354,129,1.3
items/key_turn,items/key_turn_03.wav,0,,2.0,0.944,0.0661,0.0,0.0,0.231,129,7.24
items/lock_metal,items/lock_metal_01.wav,0,,2.0,0.944,0.032,0.0,0.0,0.154,8872,548.21
items/lock_metal,items/lock_metal_02.wav,0,,2.0,0.943,0.0215,0.0,0.0,0.4,8742,874.2
items/lock_metal,items/lock_metal_03.wav,0,,2.0,0.944,0.0247,0.0,0.0,0.2,8829,1622.3
items/pickup_item,items/pickup_item_01.wav,0,,1.0,0.944,0.0281,0.0,0.0,0.222,43,3436.67
items/pickup_item,items/pickup_item_02.wav,0,,1.0,0.943,0.0329,0.0,0.0,0.222,1292,2473.24
items/pickup_item,items/pickup_item_03.wav,0,,1.0,0.944,0.0297,0.0,0.0,0.25,1335,2811.64
items/pickup_item,items/pickup_item_04.wav,0,,1.0,0.944,0.0288,0.0,0.0,0.222,1464,2811.27
items/potion,items/potion_01.wav,0,,2.5,0.944,0.0782,0.0,0.355,0.294,172,2.01
items/potion,items/potion_02.wav,1,pas d'attaque (nappe),2.5,0.943,0.1052,0.0,0.14,0.355,86,1.08
items/potion,items/potion_03.wav,1,pas d'attaque (nappe),2.5,0.941,0.0931,0.0,0.379,0.393,86,1.36
items/potion,items/potion_04.wav,1,pas d'attaque (nappe),2.5,0.939,0.1215,0.0,0.131,0.29,86,1.01
items/scroll,items/scroll_01.wav,0,,2.0,0.944,0.0517,0.0,0.0,0.113,603,21.48
items/scroll,items/scroll_02.wav,0,,2.0,0.944,0.0532,0.0,0.0,0.202,646,10.07
items/scroll,items/scroll_03.wav,0,,2.0,0.944,0.0597,0.0,0.0,0.104,646,4.01
magic/acid_force,magic/acid_force_01.wav,0,,3.0,0.944,0.1017,0.0,0.0,0.333,0,2290.7
magic/acid_force,magic/acid_force_02.wav,0,,3.0,0.944,0.1045,0.0,0.0,0.168,0,2811.91
magic/acid_force,magic/acid_force_03.wav,0,,3.0,0.944,0.112,0.0,0.0,0.218,0,600.62
magic/acid_force,magic/acid_force_04.wav,0,,3.0,0.944,0.0949,0.0,0.0,0.227,0,631.28
magic/arcane_zap,magic/arcane_zap_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.3176,0.0,0.0,0.325,0,0.6
magic/arcane_zap,magic/arcane_zap_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.2895,0.0,0.0,0.258,172,0.22
magic/arcane_zap,magic/arcane_zap_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.1439,0.0,0.0,0.2,345,0.37
magic/arcane_zap,magic/arcane_zap_04.wav,1,pas d'attaque (nappe),1.5,0.944,0.2604,0.0,0.0,0.238,2929,0.28
magic/arcane_zap,magic/arcane_zap_05.wav,1,pas d'attaque (nappe),1.5,0.944,0.1809,0.0,0.0,0.211,0,0.32
magic/buff_shimmer,magic/buff_shimmer_01.wav,1,pas d'attaque (nappe),2.5,0.943,0.0708,0.0,0.0,0.484,86,1.54
magic/buff_shimmer,magic/buff_shimmer_02.wav,1,pas d'attaque (nappe),2.5,0.943,0.0717,0.0,0.0,0.39,86,1.0
magic/buff_shimmer,magic/buff_shimmer_03.wav,1,pas d'attaque (nappe),2.5,0.935,0.0788,0.0,0.0,0.373,86,0.87
magic/buff_shimmer,magic/buff_shimmer_04.wav,1,pas d'attaque (nappe),2.5,0.931,0.0981,0.0,0.0,0.579,86,1.16
magic/dark_necro,magic/dark_necro_01.wav,1,tonal (à vérifier),3.5,0.943,0.2441,0.0,1.0,0.507,43,1.42
magic/dark_necro,magic/dark_necro_02.wav,1,tonal (à vérifier),3.5,0.943,0.2452,0.0,0.964,0.464,43,0.69
magic/dark_necro,magic/dark_necro_03.wav,1,tonal (à vérifier),3.5,0.941,0.2344,0.0,1.0,0.336,86,0.67
magic/dark_necro,magic/dark_necro_04.wav,1,tonal (à vérifier),3.5,0.943,0.2171,0.0,0.996,0.43,43,0.83
magic/dark_necro,magic/dark_necro_05.wav,1,tonal (à vérifier),3.5,0.944,0.2344,0.0,1.0,0.449,43,0.66
magic/debuff_curse,magic/debuff_curse_01.wav,1,pas d'attaque (nappe),2.5,0.941,0.0977,0.0,0.22,0.215,86,1.28
magic/debuff_curse,magic/debuff_curse_02.wav,0,,2.5,0.943,0.0853,0.0,0.272,0.31,258,1.71
magic/debuff_curse,magic/debuff_curse_03.wav,1,pas d'attaque (nappe),2.5,0.943,0.1152,0.0,0.121,0.243,86,1.27
magic/debuff_curse,magic/debuff_curse_04.wav,1,pas d'attaque (nappe),2.5,0.943,0.1268,0.0,0.248,0.276,258,1.12
magic/dispel,magic/dispel_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.939,0.2167,0.0,0.869,0.589,86,1.02
magic/dispel,magic/dispel_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.2333,0.0,0.743,0.542,86,0.94
magic/dispel,magic/dispel_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.942,0.2073,0.0,0.911,0.528,86,0.83
magic/earth_spike,magic/earth_spike_01.wav,0,,2.0,0.943,0.0298,0.0,0.0,0.458,0,1405.02
magic/earth_spike,magic/earth_spike_02.wav,0,,2.0,0.943,0.0261,0.0,0.0,0.381,0,100.01
magic/earth_spike,magic/earth_spike_03.wav,0,,2.0,0.944,0.0291,0.0,0.0,0.464,0,404.31
magic/fire,magic/fire_01.wav,0,,3.0,0.944,0.1523,0.0,0.0,0.371,86,75.63
magic/fire,magic/fire_02.wav,0,,3.0,0.944,0.1632,0.0,0.0,0.329,86,63.78
magic/fire,magic/fire_03.wav,0,,3.0,0.944,0.1474,0.0,0.0,0.35,86,20.79
magic/fire,magic/fire_04.wav,0,,3.0,0.944,0.1699,0.0,0.0,0.358,86,32.61
magic/fire,magic/fire_05.wav,0,,3.0,0.944,0.1661,0.0,0.0,0.304,86,58.31
magic/fire,magic/fire_06.wav,0,,3.0,0.944,0.1558,0.0,0.0,0.346,86,79.93
magic/fire_impact,magic/fire_impact_01.wav,0,,2.0,0.943,0.1365,0.0,0.012,0.5,43,15.66
magic/fire_impact,magic/fire_impact_02.wav,0,,2.0,0.944,0.1518,0.0,0.013,0.487,43,16.34
magic/fire_impact,magic/fire_impact_03.wav,0,,2.0,0.944,0.1194,0.0,0.013,0.538,43,13.61
magic/force_impact,magic/force_impact_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.1889,0.0,0.0,0.088,129,0.35
magic/force_impact,magic/force_impact_02.wav,1,pas d'attaque (nappe),1.5,0.944,0.3489,0.0,0.0,0.133,172,0.38
magic/force_impact,magic/force_impact_03.wav,1,pas d'attaque (nappe),1.5,0.944,0.2904,0.0,0.0,0.185,345,0.4
magic/heal_divine,magic/heal_divine_04.wav,1,tonal (à vérifier),3.5,0.943,0.2113,0.0,0.915,0.447,301,1.05
magic/heal_divine,magic/heal_divine_05.wav,1,tonal (à vérifier),3.5,0.944,0.1832,0.0,0.927,0.505,301,1.26
magic/heal_divine,magic/heal_divine_06.wav,0,,3.5,0.944,0.0832,0.0,0.003,0.4,258,0.65
magic/heal_divine,magic/heal_divine_07.wav,0,,3.5,0.944,0.0789,0.0,0.051,0.383,258,0.6
magic/heal_divine,magic/heal_divine_08.wav,0,,3.5,0.944,0.1013,0.0,0.017,0.483,258,1.41
magic/ice,magic/ice_01.wav,0,,3.0,0.944,0.0247,0.0,0.0,0.263,0,13.77
magic/ice,magic/ice_02.wav,0,,3.0,0.944,0.0368,0.0,0.0,0.269,0,3.1
magic/ice,magic/ice_03.wav,0,,3.0,0.944,0.0354,0.0,0.0,0.2,0,3.08
magic/ice,magic/ice_04.wav,0,,3.0,0.942,0.0327,0.0,0.0,0.208,0,5.27
magic/ice,magic/ice_05.wav,0,,3.0,0.944,0.0272,0.0,0.0,0.167,0,4.69
magic/ice_impact,magic/ice_impact_01.wav,0,,2.0,0.944,0.028,0.0,0.0,0.2,517,399.08
magic/ice_impact,magic/ice_impact_02.wav,0,,2.0,0.944,0.0298,0.0,0.0,0.222,86,7731.62
magic/ice_impact,magic/ice_impact_03.wav,0,,2.0,0.944,0.0325,0.0,0.0,0.222,258,528.51
magic/lightning,magic/lightning_01.wav,0,,3.0,0.944,0.0427,0.0,0.276,0.086,345,27.54
magic/lightning,magic/lightning_02.wav,0,,3.0,0.944,0.0497,0.0,0.352,0.132,345,63.78
magic/lightning,magic/lightning_03.wav,0,,3.0,0.944,0.0487,0.0,0.348,0.136,388,21.92
magic/lightning,magic/lightning_04.wav,0,,3.0,0.944,0.051,0.0,0.155,0.19,345,126.26
magic/lightning,magic/lightning_05.wav,0,,3.0,0.944,0.0571,0.0,0.162,0.189,388,57.33
magic/lightning_impact,magic/lightning_impact_01.wav,0,,2.0,0.944,0.0397,0.0,0.0,0.184,16021,1419.14
magic/lightning_impact,magic/lightning_impact_02.wav,0,,2.0,0.941,0.0465,0.0,0.0,0.089,11972,1755.55
magic/lightning_impact,magic/lightning_impact_03.wav,0,,2.0,0.944,0.0409,0.0,0.0,0.14,11972,2689.3
magic/necrotic_impact,magic/necrotic_impact_01.wav,0,,2.0,0.943,0.0811,0.0,0.0,0.354,0,232.43
magic/necrotic_impact,magic/necrotic_impact_02.wav,0,,2.0,0.943,0.092,0.0,0.0,0.5,0,291.65
magic/necrotic_impact,magic/necrotic_impact_03.wav,0,,2.0,0.944,0.0851,0.0,0.015,0.358,0,424.83
magic/poison_cloud,magic/poison_cloud_01.wav,0,,3.5,0.944,0.1318,0.0,0.0,0.694,86,1.7
magic/poison_cloud,magic/poison_cloud_02.wav,0,,3.5,0.944,0.126,0.0,0.0,0.435,86,1.04
magic/poison_cloud,magic/poison_cloud_03.wav,0,,3.5,0.944,0.1469,0.0,0.0,0.533,86,1.29
magic/psychic_pulse,magic/psychic_pulse_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1664,0.0,1.0,0.682,172,1.19
magic/psychic_pulse,magic/psychic_pulse_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1838,0.0,0.976,0.679,172,0.98
magic/psychic_pulse,magic/psychic_pulse_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.941,0.1224,0.0,0.986,0.643,172,1.25
magic/radiant_smite,magic/radiant_smite_04.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.939,0.2083,0.0,1.0,0.584,172,0.85
magic/radiant_smite,magic/radiant_smite_05.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1089,0.0,0.995,0.402,172,0.94
magic/radiant_smite,magic/radiant_smite_06.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.942,0.1906,0.0,0.991,0.77,172,0.93
magic/radiant_smite,magic/radiant_smite_07.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.942,0.1397,0.0,0.995,0.449,172,1.15
magic/shield_ward,magic/shield_ward_01.wav,0,,2.5,0.943,0.1069,0.0,0.21,0.341,86,1.94
magic/shield_ward,magic/shield_ward_02.wav,1,pas d'attaque (nappe),2.5,0.938,0.1171,0.0,0.341,0.299,86,1.15
magic/shield_ward,magic/shield_ward_03.wav,1,pas d'attaque (nappe),2.5,0.944,0.1093,0.0,0.35,0.308,86,1.22
magic/shield_ward,magic/shield_ward_04.wav,1,pas d'attaque (nappe),2.5,0.941,0.1011,0.0,0.285,0.294,172,1.33
magic/spell_cast,magic/spell_cast_01.wav,0,,3.0,0.944,0.0319,0.0,0.0,0.104,4565,2810.91
magic/spell_cast,magic/spell_cast_02.wav,0,,3.0,0.944,0.0306,0.0,0.0,0.121,11972,2576.88
magic/spell_cast,magic/spell_cast_03.wav,0,,3.0,0.943,0.0262,0.0,0.0,0.125,11972,3254.21
magic/spell_cast,magic/spell_cast_04.wav,0,,3.0,0.944,0.0297,0.0,0.0,0.137,16021,3865.88
magic/spell_cast,magic/spell_cast_05.wav,0,,3.0,0.944,0.0346,0.0,0.0,0.069,4565,2378.54
magic/spell_cast,magic/spell_cast_06.wav,0,,3.0,0.944,0.0369,0.0,0.0,0.119,16021,2811.45
magic/summon_portal,magic/summon_portal_01.wav,1,tonal (à vérifier),4.0,0.944,0.1232,0.0,0.946,0.365,129,2.55
magic/summon_portal,magic/summon_portal_02.wav,1,tonal (à vérifier),4.0,0.943,0.1233,0.0,0.984,0.424,86,1.26
magic/summon_portal,magic/summon_portal_03.wav,1,tonal (à vérifier),4.0,0.944,0.1295,0.0,0.932,0.289,86,2.13
magic/summon_portal,magic/summon_portal_04.wav,1,tonal (à vérifier),4.0,0.944,0.1236,0.0,0.956,0.38,86,1.43
magic/teleport,magic/teleport_01.wav,1,pas d'attaque (nappe),2.5,0.942,0.1041,0.0,0.229,0.332,86,1.27
magic/teleport,magic/teleport_02.wav,1,pas d'attaque (nappe),2.5,0.943,0.1321,0.0,0.112,0.332,86,1.05
magic/teleport,magic/teleport_03.wav,1,pas d'attaque (nappe),2.5,0.943,0.1116,0.0,0.131,0.346,86,1.19
magic/teleport,magic/teleport_04.wav,1,pas d'attaque (nappe),2.5,0.939,0.1324,0.0,0.131,0.271,86,0.96
magic/thunder_boom,magic/thunder_boom_01.wav,1,tonal (à vérifier),3.0,0.944,0.1083,0.0,0.576,0.347,129,6185.1
magic/thunder_boom,magic/thunder_boom_02.wav,1,tonal (à vérifier),3.0,0.944,0.1127,0.0,0.631,0.262,129,6185.2
magic/thunder_boom,magic/thunder_boom_03.wav,1,tonal (à vérifier),3.0,0.944,0.1136,0.0,0.802,0.25,86,6185.1
magic/thunder_boom,magic/thunder_boom_04.wav,0,,3.0,0.944,0.1223,0.0,0.519,0.287,129,4758.46
magic/thunder_wave,magic/thunder_wave_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1318,0.0,0.972,0.308,129,0.71
magic/thunder_wave,magic/thunder_wave_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.942,0.1342,0.0,0.949,0.346,172,1.15
magic/thunder_wave,magic/thunder_wave_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1294,0.0,0.991,0.327,172,1.42
magic/water_blast,magic/water_blast_01.wav,0,,2.0,0.944,0.0694,0.0,0.0,0.432,86,193.92
magic/water_blast,magic/water_blast_02.wav,0,,2.0,0.944,0.0766,0.0,0.0,0.382,86,16.97
magic/water_blast,magic/water_blast_03.wav,0,,2.0,0.944,0.1232,0.0,0.009,0.346,43,25.27
magic/wind_slash,magic/wind_slash_01.wav,1,pas d'attaque (nappe),1.5,0.944,0.0768,0.0,0.176,0.209,431,1.0
magic/wind_slash,magic/wind_slash_02.wav,1,pas d'attaque (nappe),1.5,0.844,0.1538,0.0,0.117,0.195,431,1.19
magic/wind_slash,magic/wind_slash_03.wav,1,pas d'attaque (nappe),1.5,0.899,0.2175,0.0,0.086,0.227,301,0.97
monsters/banshee,monsters/banshee_01.wav,1,tonal (à vérifier),3.5,0.944,0.1931,0.0,0.691,0.258,1593,0.4
monsters/banshee,monsters/banshee_02.wav,1,tonal (à vérifier),3.5,0.937,0.1756,0.0,0.692,0.234,1723,0.39
monsters/banshee,monsters/banshee_03.wav,0,,3.5,0.942,0.221,0.0,0.054,0.232,603,1.01
monsters/basilisk,monsters/basilisk_01.wav,0,,3.0,0.944,0.1306,0.0,0.0,0.152,861,17.31
monsters/basilisk,monsters/basilisk_02.wav,0,,3.0,0.944,0.1354,0.0,0.0,0.251,86,9.43
monsters/basilisk,monsters/basilisk_03.wav,0,,3.0,0.944,0.1285,0.0,0.0,0.243,86,1030.97
monsters/bat_swarm,monsters/bat_swarm_02.wav,0,,3.0,0.943,0.0798,0.0,0.0,0.513,0,8.41
monsters/bat_swarm,monsters/bat_swarm_03.wav,0,,3.0,0.944,0.075,0.0,0.0,0.568,0,554.58
monsters/bat_swarm,monsters/bat_swarm_04.wav,0,,3.0,0.944,0.0444,0.0,0.0,0.64,0,3.47
monsters/bear,monsters/bear_01.wav,0,,3.0,0.944,0.1331,0.0,0.414,0.207,345,5154.92
monsters/bear,monsters/bear_02.wav,0,,3.0,0.944,0.1494,0.0,0.329,0.231,345,4227.5
monsters/bear,monsters/bear_03.wav,0,,3.0,0.944,0.1557,0.0,0.418,0.253,345,5092.5
monsters/beast_growl,monsters/beast_growl_01.wav,0,,3.0,0.944,0.148,0.0,0.422,0.273,86,126.21
monsters/beast_growl,monsters/beast_growl_02.wav,0,,3.0,0.944,0.1106,0.0,0.304,0.155,129,14.55
monsters/beast_growl,monsters/beast_growl_03.wav,0,,3.0,0.944,0.1398,0.0,0.264,0.313,86,6.74
monsters/beast_growl,monsters/beast_growl_04.wav,0,,3.0,0.944,0.1602,0.0,0.222,0.413,86,12.65
monsters/beast_growl,monsters/beast_growl_05.wav,0,,3.0,0.944,0.1105,0.0,0.354,0.293,129,44.47
monsters/beast_growl,monsters/beast_growl_06.wav,0,,3.0,0.943,0.1232,0.0,0.228,0.339,86,6.81
monsters/bird_screech,monsters/bird_screech_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1175,0.0,0.949,0.528,86,1.06
monsters/bird_screech,monsters/bird_screech_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.942,0.1672,0.0,0.995,0.491,86,1.25
monsters/bird_screech,monsters/bird_screech_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1535,0.0,0.995,0.537,86,1.14
monsters/demon_snarl,monsters/demon_snarl_01.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1559,0.0,0.981,0.308,86,1.0
monsters/demon_snarl,monsters/demon_snarl_02.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1572,0.0,0.991,0.304,86,0.81
monsters/demon_snarl,monsters/demon_snarl_03.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.944,0.1554,0.0,0.981,0.28,86,1.02
monsters/demon_snarl,monsters/demon_snarl_04.wav,2,tonal (à vérifier) | pas d'attaque (nappe),2.5,0.943,0.1634,0.0,1.0,0.224,86,0.99
monsters/dragon_breath,monsters/dragon_breath_01.wav,0,,4.0,0.944,0.1653,0.0,0.0,0.234,129,0.99
monsters/dragon_breath,monsters/dragon_breath_02.wav,0,,4.0,0.944,0.1666,0.0,0.0,0.294,172,0.72
monsters/dragon_breath,monsters/dragon_breath_03.wav,0,,4.0,0.944,0.1534,0.0,0.0,0.256,172,0.59
